,tweets,user_name,location,geo,ftokens,lemma
1296,i just dont understand how they have us pushing covid pt’s with no full PPE besides a mask amp face shield amp no hazard pay 🥴🥴 whaaattttt,vmariah20,"Florida, USA",,"['dont', 'understand', 'us', 'pushing', 'covid', 'pt', '’', 'full', 'ppe', 'besides', 'mask', 'amp', 'face', 'shield', 'amp', 'hazard', 'pay', '\U0001f974\U0001f974', 'whaaattttt']","['dont', 'understand', 'u', 'push', 'covid', 'pt', '’', 'full', 'ppe', 'besides', 'mask', 'amp', 'face', 'shield', 'amp', 'hazard', 'pay', '\U0001f974\U0001f974', 'whaaattttt']"
1297,COVID TODAY  Total alleged cases  13 of the US population over 90 asymptomatic  alleged COVID deaths includi… ,JBWilliams4,"Cheyenne, WY",,"['covid', 'today', 'total', 'alleged', 'cases', '13', 'us', 'population', '90', 'asymptomatic', 'alleged', 'covid', 'deaths', 'includi…']","['covid', 'today', 'total', 'allege', 'case', '13', 'u', 'population', '90', 'asymptomatic', 'allege', 'covid', 'death', 'includi…']"
1298, On his tombstone  Herein lies Congressman COVID aka Louie GohmertSo to Kevin McCarthy for an awesome nickname,SiennaSnow43,,,"['tombstone', 'herein', 'lies', 'congressman', 'covid', 'aka', 'louie', 'gohmertso', 'kevin', 'mccarthy', 'awesome', 'nickname']","['tombstone', 'herein', 'lie', 'congressman', 'covid', 'aka', 'louie', 'gohmertso', 'kevin', 'mccarthy', 'awesome', 'nickname']"
1299,Idaho State footballs dance through the raindrops ended Wednesday with COVID19 forcing the first change to the B… ,AndrewH202,202 and points west,,"['idaho', 'state', 'footballs', 'dance', 'raindrops', 'ended', 'wednesday', 'covid19', 'forcing', 'first', 'change', 'b…']","['idaho', 'state', 'football', 'dance', 'raindrop', 'end', 'wednesday', 'covid19', 'force', 'first', 'change', 'b…']"
1300,10 SOURCESAssumption 3  TCellsCross ImmunityAssumption 5  Asymptomatics are 10x… ,co_hurricane,,,"['10', 'sourcesassumption', '3', 'tcellscross', 'immunityassumption', '5', 'asymptomatics', '10x…']","['10', 'sourcesassumption', '3', 'tcellscross', 'immunityassumption', '5', 'asymptomatics', '10x…']"
1301, As horrific as school shootings are they havent killed nearly as many as COVIDIf school shooters k… ,bwreed,"Boston, MA",,"['horrific', 'school', 'shootings', 'havent', 'killed', 'nearly', 'many', 'covidif', 'school', 'shooters', 'k…']","['horrific', 'school', 'shooting', 'havent', 'kill', 'nearly', 'many', 'covidif', 'school', 'shooter', 'k…']"
1302, COVID20 release date announced YIAYnews,RoyBlunt1924,Northern Michigan,,"['covid20', 'release', 'date', 'announced', 'yiaynews']","['covid20', 'release', 'date', 'announce', 'yiaynews']"
1303,Poll Trump approval rating dips amid surging COVID19 cases deaths  It makes me wonder how… ,dnbct203,,,"['poll', 'trump', 'approval', 'rating', 'dips', 'amid', 'surging', 'covid19', 'cases', 'deaths', 'makes', 'wonder', 'how…']","['poll', 'trump', 'approval', 'rating', 'dip', 'amid', 'surge', 'covid19', 'case', 'death', 'make', 'wonder', 'how…']"
1304,Open SmartNews to read US coronavirus deaths top 150000 highest toll worldwide here … ,GRevmgbrown4,"Washington, DC.",,"['open', 'smartnews', 'read', 'us', 'coronavirus', 'deaths', 'top', '150000', 'highest', 'toll', 'worldwide', '…']","['open', 'smartnews', 'read', 'u', 'coronavirus', 'death', 'top', '150000', 'high', 'toll', 'worldwide', '…']"
1305,After years of taking a wrecking ball to the country betraying the American people amp failing on COVID Trump has… ,rrudominer,"Washington, DC",,"['years', 'taking', 'wrecking', 'ball', 'country', 'betraying', 'american', 'people', 'amp', 'failing', 'covid', 'trump', 'has…']","['year', 'take', 'wreck', 'ball', 'country', 'betray', 'american', 'people', 'amp', 'fail', 'covid', 'trump', 'has…']"
1306,Another important part is there is a 30page document of what will be 2020 COVID19 Considerations for football It… ,FlaHSFootball,"Gainesville, FL",,"['another', 'important', 'part', '30page', 'document', '2020', 'covid19', 'considerations', 'football', 'it…']","['another', 'important', 'part', '30page', 'document', '2020', 'covid19', 'consideration', 'football', 'it…']"
1307, Hey dr dan Long term effects of COVID Heart damage  Sorry not going to take medical advice from… ,VinceNatale,,,"['hey', 'dr', 'dan', 'long', 'term', 'effects', 'covid', 'heart', 'damage', 'sorry', 'going', 'take', 'medical', 'advice', 'from…']","['hey', 'dr', 'dan', 'long', 'term', 'effect', 'covid', 'heart', 'damage', 'sorry', 'go', 'take', 'medical', 'advice', 'from…']"
1308,  Sent people with higher risk to covid out to riot democrats,TinfoilTricorn,"Valley Forge, PA",,"['sent', 'people', 'higher', 'risk', 'covid', 'riot', 'democrats']","['sent', 'people', 'high', 'risk', 'covid', 'riot', 'democrat']"
1309,    Franklin County COVID Deaths by Age019  0 deaths2029 1… ,randomp02815063,,,"['franklin', 'county', 'covid', 'deaths', 'age019', '0', 'deaths2029', '1…']","['franklin', 'county', 'covid', 'death', 'age019', '0', 'deaths2029', '1…']"
1310,  Man who thinks windmills cause cancer suggested bleach cures Covid confused Nep… ,jelle_simons,New York City,,"['man', 'thinks', 'windmills', 'cause', 'cancer', 'suggested', 'bleach', 'cures', 'covid', 'confused', 'nep…']","['man', 'think', 'windmill', 'cause', 'cancer', 'suggest', 'bleach', 'cure', 'covid', 'confuse', 'nep…']"
1311,How COVID19 has evolved the fuck boyPreCovid U Up texts at 4 AM on SatQuarantine radio silenceStill COVID… ,DreaTheExotic,"Chicago, IL",,"['covid19', 'evolved', 'fuck', 'boyprecovid', 'u', 'texts', '4', 'satquarantine', 'radio', 'silencestill', 'covid…']","['covid19', 'evolve', 'fuck', 'boyprecovid', 'u', 'text', '4', 'satquarantine', 'radio', 'silencestill', 'covid…']"
1312, No Gohmert is just refusing to admit he caught COVID from a demon during dream demon intercourse as D… ,HansNilssen1,,,"['gohmert', 'refusing', 'admit', 'caught', 'covid', 'demon', 'dream', 'demon', 'intercourse', 'd…']","['gohmert', 'refuse', 'admit', 'catch', 'covid', 'demon', 'dream', 'demon', 'intercourse', 'd…']"
1313,   Quit being a parrot ,geegeeking49,,,"['quit', 'parrot']","['quit', 'parrot']"
1314, Covid McCarthy babbles again traitor,Vesimer1,"Asheville, NC",,"['covid', 'mccarthy', 'babbles', 'traitor']","['covid', 'mccarthy', 'babble', 'traitor']"
1315,Can a wearable device tell you if you have Covid19  strapped six to her body to find out ,ArtsySF,"San Francisco, CA",,"['wearable', 'device', 'tell', 'covid19', 'strapped', 'six', 'body', 'find']","['wearable', 'device', 'tell', 'covid19', 'strap', 'six', 'body', 'find']"
1316,My family keeps shrinking more and more We lost a cousin a few days ago and Found out another family member was i… ,jvitale97,"Marlboro, NJ",,"['family', 'keeps', 'shrinking', 'lost', 'cousin', 'days', 'ago', 'found', 'another', 'family', 'member', 'i…']","['family', 'keep', 'shrink', 'lose', 'cousin', 'day', 'ago', 'find', 'another', 'family', 'member', 'i…']"
1317,centralized Covid19 paralyzed the economy because the center is Metro Manila If there were developed regional hu… ,marortoll,"Tanay, Calabarzon",,"['centralized', 'covid19', 'paralyzed', 'economy', 'center', 'metro', 'manila', 'developed', 'regional', 'hu…']","['centralize', 'covid19', 'paralyzed', 'economy', 'center', 'metro', 'manila', 'develop', 'regional', 'hu…']"
1318,COVID19 Early in our encounter with it medical professionals depended on past COVID information Recognize that… ,hmagee64,USA,,"['covid19', 'early', 'encounter', 'medical', 'professionals', 'depended', 'past', 'covid', 'information', 'recognize', 'that…']","['covid19', 'early', 'encounter', 'medical', 'professional', 'depend', 'past', 'covid', 'information', 'recognize', 'that…']"
1319,Open SmartNews to read US coronavirus deaths top 150000 highest toll worldwide here … ,GRevmgbrown4,"Washington, DC.",,"['open', 'smartnews', 'read', 'us', 'coronavirus', 'deaths', 'top', '150000', 'highest', 'toll', 'worldwide', '…']","['open', 'smartnews', 'read', 'u', 'coronavirus', 'death', 'top', '150000', 'high', 'toll', 'worldwide', '…']"
1320,Censorship in America as American Frontline Doctors Support Covid 19 Treatment wHydroxichloroquine zinc amp Zithromax,thoreauback,GA,,"['censorship', 'america', 'american', 'frontline', 'doctors', 'support', 'covid', '19', 'treatment', 'whydroxichloroquine', 'zinc', 'amp', 'zithromax']","['censorship', 'america', 'american', 'frontline', 'doctor', 'support', 'covid', '19', 'treatment', 'whydroxichloroquine', 'zinc', 'amp', 'zithromax']"
1321,for the past two months have been on recovery mode and thankfully my strength is increasing on my left arm but st… ,SimplySurprisin,"Brisbane, Australia",,"['past', 'two', 'months', 'recovery', 'mode', 'thankfully', 'strength', 'increasing', 'left', 'arm', 'st…']","['past', 'two', 'month', 'recovery', 'mode', 'thankfully', 'strength', 'increase', 'leave', 'arm', 'st…']"
1322,Not so fair assessment Chanco should mention the overpriced barangay health centers during the Aquino administrati… ,marortoll,"Tanay, Calabarzon",,"['fair', 'assessment', 'chanco', 'mention', 'overpriced', 'barangay', 'health', 'centers', 'aquino', 'administrati…']","['fair', 'assessment', 'chanco', 'mention', 'overprice', 'barangay', 'health', 'center', 'aquino', 'administrati…']"
1323, Lawtons COVID chips are the best and its best to stock up while theyre available And we all know… ,mxhdroom,"Nova Scotia, Canada",,"['lawtons', 'covid', 'chips', 'best', 'best', 'stock', 'theyre', 'available', 'know…']","['lawton', 'covid', 'chip', 'best', 'best', 'stock', 'theyre', 'available', 'know…']"
1324,Jordan Binnington is the human embodiment of Covid19,colelikeshockey,Texas,,"['jordan', 'binnington', 'human', 'embodiment', 'covid19']","['jordan', 'binnington', 'human', 'embodiment', 'covid19']"
1325,  12 cutouts have already tested positive for covid,JohnDiCola,"Aldan, PA",,"['12', 'cutouts', 'already', 'tested', 'positive', 'covid']","['12', 'cutout', 'already', 'test', 'positive', 'covid']"
1326,GRAPEVINE report Ch9 Today News Alert  9am Vic Covid stats for todayover 700 new cases 13 deaths… ,NanaLeanne57,"Cranbourne, Melbourne",,"['grapevine', 'report', 'ch9', 'today', 'news', 'alert', '9am', 'vic', 'covid', 'stats', 'todayover', '700', 'new', 'cases', '13', 'deaths…']","['grapevine', 'report', 'ch9', 'today', 'news', 'alert', '9am', 'vic', 'covid', 'stats', 'todayover', '700', 'new', 'case', '13', 'deaths…']"
1327, Can we send COVID19 ,Niederbayernfan,"Straubing-Bogen, Bayern",,"['send', 'covid19']","['send', 'covid19']"
1328,   covid testing is a joke No results yet after 15 days though the site says 6… ,HemantSurana10,,,"['covid', 'testing', 'joke', 'results', 'yet', '15', 'days', 'though', 'site', 'says', '6…']","['covid', 'test', 'joke', 'result', 'yet', '15', 'day', 'though', 'site', 'say', '6…']"
1329,Maskshunning lawmaker catches Covid19 HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA I love it Enjoy your hoax illness… ,hello_already,,,"['maskshunning', 'lawmaker', 'catches', 'covid19', 'hahahahahahahahahahahahahahahaha', 'love', 'enjoy', 'hoax', 'illness…']","['maskshunning', 'lawmaker', 'catch', 'covid19', 'hahahahahahahahahahahahahahahaha', 'love', 'enjoy', 'hoax', 'illness…']"
1330, I’m assuming because of concerns about COVID19,elliefrenchTV,"Meridian, MS",,"['’', 'assuming', 'concerns', 'covid19']","['’', 'assume', 'concern', 'covid19']"
1331, Meeting with Dr Stella Immanuel maybe Briefing on alien DNA and secret Covid cures,SiegfredoBB,"Lives in Surrey, BC Canada",,"['meeting', 'dr', 'stella', 'immanuel', 'maybe', 'briefing', 'alien', 'dna', 'secret', 'covid', 'cures']","['meet', 'dr', 'stella', 'immanuel', 'maybe', 'brief', 'alien', 'dna', 'secret', 'covid', 'cure']"
1332,i’m kinda struggling to breath and idk if i’m having a panic attack or COVID is going to kill me off ,FWNKAT,she/her ⚥,,"['’', 'kinda', 'struggling', 'breath', 'idk', '’', 'panic', 'attack', 'covid', 'going', 'kill']","['’', 'kinda', 'struggle', 'breath', 'idk', '’', 'panic', 'attack', 'covid', 'go', 'kill']"
1333,FILE UNDER Come AgainTrump Doubles Down on Demon Sperm Doc  via ,yoURDATAisyours,"Davis, CA",,"['file', 'come', 'againtrump', 'doubles', 'demon', 'sperm', 'doc', 'via']","['file', 'come', 'againtrump', 'double', 'demon', 'sperm', 'doc', 'via']"
1334,Did you know that there hasnt been 1 COVID19 case in the entire WORLD where a child passed the virus to an adul… ,TellYourMama17,,,"['know', 'hasnt', '1', 'covid19', 'case', 'entire', 'world', 'child', 'passed', 'virus', 'adul…']","['know', 'hasnt', '1', 'covid19', 'case', 'entire', 'world', 'child', 'pass', 'virus', 'adul…']"
1335,    Yes one man died in an accident only to get covid on his… ,GeraldineLewis,United States,,"['yes', 'one', 'man', 'died', 'accident', 'get', 'covid', 'his…']","['yes', 'one', 'man', 'die', 'accident', 'get', 'covid', 'his…']"
1336, And get COVID19 for free Priceless,jimbobfrank1948,Blue in Tennessee,,"['get', 'covid19', 'free', 'priceless']","['get', 'covid19', 'free', 'priceless']"
1337,Well my Covid Test came back Negative When you go out in Public please wear your Mask ,FlawlessCowboy4,,,"['well', 'covid', 'test', 'came', 'back', 'negative', 'go', 'public', 'please', 'wear', 'mask']","['well', 'covid', 'test', 'come', 'back', 'negative', 'go', 'public', 'please', 'wear', 'mask']"
1338,Here’s a clip from my conversation with  from  about Governor Andrew Cuomo’s response to COVID1… ,MLiamCollum,"Montana, USA",,"['’', 'clip', 'conversation', 'governor', 'andrew', 'cuomo', '’', 'response', 'covid1…']","['’', 'clip', 'conversation', 'governor', 'andrew', 'cuomo', '’', 'response', 'covid1…']"
1339,  There is that and then the parents rush to the hospital finding out that on Day 3 of back t… ,godfist314,"North Carolina, USA",,"['parents', 'rush', 'hospital', 'finding', 'day', '3', 'back', 't…']","['parent', 'rush', 'hospital', 'finding', 'day', '3', 'back', 't…']"
1340,The key to defeating COVID19 already exists We need to start using it Obama took it in 2009 with the H1N1 crises… ,KeoniHawaii,,,"['key', 'defeating', 'covid19', 'already', 'exists', 'need', 'start', 'using', 'obama', 'took', '2009', 'h1n1', 'crises…']","['key', 'defeat', 'covid19', 'already', 'exist', 'need', 'start', 'use', 'obama', 'take', '2009', 'h1n1', 'crises…']"
1341, Argument in favor of granting the waiver  increased drama when BCND play each other and increased TV rev… ,djruemenapp,"Boston, MA",,"['argument', 'favor', 'granting', 'waiver', 'increased', 'drama', 'bcnd', 'play', 'increased', 'tv', 'rev…']","['argument', 'favor', 'grant', 'waiver', 'increased', 'drama', 'bcnd', 'play', 'increase', 'tv', 'rev…']"
1342, The Texas you encouraged to open early to appease your base that got hit by massive COVID cases  That TEXAS,TPontiki,World,,"['texas', 'encouraged', 'open', 'early', 'appease', 'base', 'got', 'hit', 'massive', 'covid', 'cases', 'texas']","['texas', 'encourage', 'open', 'early', 'appease', 'base', 'get', 'hit', 'massive', 'covid', 'case', 'texas']"
1343,If COVID19 is a hoax then how does Hydroxychloroquine cure something that doesn’t exist Round and round and round she goes,onceahaggerty,"Mount Pleasant, MI",,"['covid19', 'hoax', 'hydroxychloroquine', 'cure', 'something', '’', 'exist', 'round', 'round', 'round', 'goes']","['covid19', 'hoax', 'hydroxychloroquine', 'cure', 'something', '’', 'exist', 'round', 'round', 'round', 'go']"
1344,How another video of COVID19 misinformation went viral on Facebook ,1969Maurice,"Santa Barbara, CA",,"['another', 'video', 'covid19', 'misinformation', 'went', 'viral', 'facebook']","['another', 'video', 'covid19', 'misinformation', 'go', 'viral', 'facebook']"
1345,I mean all of us Wisconsinites due to the Republicancontrolled legislatures and supreme courts playing politics… ,philosopher70,"Milwaukee, WI",,"['mean', 'us', 'wisconsinites', 'due', 'republicancontrolled', 'legislatures', 'supreme', 'courts', 'playing', 'politics…']","['mean', 'u', 'wisconsinite', 'due', 'republicancontrolled', 'legislature', 'supreme', 'court', 'play', 'politics…']"
1346,Kids aren’t immune to covid  be watchful of signs and symptoms of MISc after initial covid exposure ,marisacarls,,,"['kids', '’', 'immune', 'covid', 'watchful', 'signs', 'symptoms', 'misc', 'initial', 'covid', 'exposure']","['kid', '’', 'immune', 'covid', 'watchful', 'sign', 'symptom', 'misc', 'initial', 'covid', 'exposure']"
